,Date,Trading_Strategy,Transaction_Type,Stock_price,Transaction_amount,Return_money,Rate_of_Return
59,2022-03-09,MA5&TRIMA5^MA5&TRIMA5,1,20.3999996185,22000.0,,
60,2022-03-11,MA5&TRIMA5^MA5&TRIMA5,-1,20.25,22000.0,-161.0,-0.007318181818181818
61,2022-03-16,MA5&TRIMA5^MA5&TRIMA5,1,20.0,22000.0,,
62,2022-03-21,MA5&TRIMA5^MA5&TRIMA5,-1,20.6499996185,22000.0,714.0,0.03245454545454545
63,2022-03-22,MA5&TRIMA5^MA5&TRIMA5,1,20.8999996185,22000.0,,
64,2022-03-23,MA5&TRIMA5^MA5&TRIMA5,-1,20.75,22000.0,-157.0,-0.007136363636363636
65,2022-01-10,MA5&TRIMA5^MA5&TRIMA5,1,20.6499996185,22000.0,,
66,2022-03-28,MA5&TRIMA5^MA5&TRIMA5,1,20.9500007629,22000.0,,
67,2022-04-01,MA5&TRIMA5^MA5&TRIMA5,-1,21.7999992371,22000.0,892.0,0.040545454545454544
68,2022-04-06,MA5&TRIMA5^MA5&TRIMA5,1,22.6499996185,22000.0,,
69,2022-04-08,MA5&TRIMA5^MA5&TRIMA5,-1,21.8500003815,22000.0,-777.0,-0.03531818181818182
70,2022-04-12,MA5&TRIMA5^MA5&TRIMA5,1,21.1000003815,22000.0,,
71,2022-04-15,MA5&TRIMA5^MA5&TRIMA5,-1,20.25,22000.0,-886.0,-0.04027272727272727
72,2022-04-19,MA5&TRIMA5^MA5&TRIMA5,1,20.2000007629,22000.0,,
73,2022-04-22,MA5&TRIMA5^MA5&TRIMA5,-1,20.3999996185,22000.0,217.0,0.009863636363636364
74,2022-04-27,MA5&TRIMA5^MA5&TRIMA5,1,18.1000003815,22000.0,,
75,2022-05-09,MA5&TRIMA5^MA5&TRIMA5,-1,18.7000007629,22000.0,729.0,0.03313636363636364
76,2022-01-13,MA5&TRIMA5^MA5&TRIMA5,-1,20.5,22000.0,2917.0,0.1325909090909091
77,2022-05-11,MA5&TRIMA5^MA5&TRIMA5,1,18.9500007629,22000.0,,
78,2022-05-12,MA5&TRIMA5^MA5&TRIMA5,-1,18.4500007629,22000.0,-580.0,-0.026363636363636363
79,2022-05-16,MA5&TRIMA5^MA5&TRIMA5,1,18.2999992371,22000.0,,
80,2022-05-19,MA5&TRIMA5^MA5&TRIMA5,-1,19.5,22000.0,1442.0,0.06554545454545455
81,2022-05-23,MA5&TRIMA5^MA5&TRIMA5,1,19.9500007629,22000.0,,
82,2022-05-25,MA5&TRIMA5^MA5&TRIMA5,-1,20.0,22000.0,55.0,0.0025
