,Date,close,BOP^BOP,MA5&TRIMA5^MA5&TRIMA5,MA5&TRIMA5^SMA5&TRIMA5,SMA5&TRIMA5^MA5&TRIMA5,SMA5&TRIMA5^SMA5&TRIMA5,EMA60&WMA60^KAMA10&TRIMA60,EMA60&WMA60^KAMA10&WMA60,EMA60&WMA60^KAMA20&EMA60,EMA60&WMA60^MA20&EMA60,EMA60&WMA60^MA20&TRIMA60,EMA60&WMA60^SMA20&EMA60,EMA60&WMA60^TRIMA20&EMA60,EMA60&WMA60^WMA20&EMA60,EMA60&WMA60^DEMA60&EMA60,EMA60&WMA60^DEMA60&WMA60
273,2012-01-12,50.75,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
274,2012-01-13,50.8499984741,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2012-01-16,50.0499992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,2012-01-17,50.5499992371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2012-01-18,50.4000015259,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
278,2012-01-30,51.7999992371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,2010-10-19,56.0499992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,2012-01-31,51.9500007629,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,2012-02-01,52.2999992371,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
282,2012-02-02,52.9000015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,2012-02-03,53.0499992371,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
284,2012-02-06,53.2000007629,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
285,2012-02-07,53.2999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,2012-02-08,54.4500007629,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
287,2012-02-09,54.4000015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,2012-02-10,53.9500007629,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
289,2012-02-13,54.2000007629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2010-10-20,56.7000007629,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
291,2012-02-14,54.0,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
292,2012-02-15,54.9000015259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,2012-02-16,54.25,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
294,2012-02-17,54.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2012-02-20,54.7000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,2012-02-21,54.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
297,2012-02-22,54.8499984741,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
298,2012-02-23,54.5999984741,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
299,2012-02-24,54.75,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
300,2012-02-29,56.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
301,2010-10-21,56.75,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2012-03-01,55.9000015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,2012-03-02,55.5999984741,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
304,2012-03-05,54.8499984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2012-03-06,54.5999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2012-03-07,54.4000015259,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
307,2012-03-08,54.7000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,2012-03-09,54.9500007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,2012-03-12,54.3499984741,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
310,2012-03-13,55.0999984741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2012-03-14,55.9000015259,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
312,2010-10-22,57.0999984741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,2012-03-15,55.6500015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,2012-03-16,55.4000015259,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
315,2012-03-19,55.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2012-03-20,54.8499984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2012-03-21,54.8499984741,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
318,2012-03-22,55.5999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2012-03-23,55.4500007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2012-03-26,54.5499992371,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
321,2012-03-27,55.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2012-03-28,55.4500007629,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
323,2010-10-25,56.0999984741,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
324,2012-03-29,54.7000007629,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
325,2012-03-30,54.9000015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,2012-04-02,54.7000007629,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
327,2012-04-03,54.25,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
328,2012-04-05,53.6500015259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,2012-04-06,53.75,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
330,2012-04-09,53.0999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,2012-04-10,53.0999984741,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,2012-04-11,53.2999992371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,2012-04-12,53.3499984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,2010-09-03,54.5499992371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,2010-10-26,56.3499984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,2012-04-13,53.9500007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2012-04-16,53.7999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2012-04-17,52.9000015259,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
339,2012-04-18,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2012-04-19,53.0499992371,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
341,2012-04-20,52.3499984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2012-04-23,52.2999992371,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
343,2012-04-24,52.4000015259,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
344,2012-04-25,52.7000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2012-04-26,52.2999992371,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,0,0
346,2010-10-27,56.0499992371,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
347,2012-04-27,52.2000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2012-04-30,52.0499992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,2012-05-02,53.3499984741,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
350,2012-05-03,53.0999984741,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2012-05-04,53.2000007629,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
352,2012-05-07,52.0499992371,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,2012-05-08,52.0499992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,2012-05-09,51.7000007629,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
355,2012-05-10,51.7000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,2012-05-11,51.1500015259,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
357,2010-10-28,56.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,2012-05-14,51.2000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
359,2012-05-15,51.2000007629,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
360,2012-05-16,50.2000007629,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
361,2012-05-17,50.7999992371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,2012-05-18,49.6699981689,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
363,2012-05-21,49.9500007629,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
364,2012-05-22,50.4000015259,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
365,2012-05-23,49.4900016785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,2012-05-24,49.3800010681,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
367,2012-05-25,49.0099983215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,2010-10-29,56.0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
369,2012-05-28,49.4700012207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,2012-05-29,50.7000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2012-05-30,50.0999984741,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2012-05-31,50.1500015259,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
373,2012-06-01,49.1500015259,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2012-06-04,47.6800003052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2012-06-05,48.2999992371,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
376,2012-06-06,48.6300010681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2012-06-07,48.7400016785,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2012-06-08,48.0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
379,2010-11-01,56.7999992371,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
380,2012-06-11,48.9900016785,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
381,2012-06-12,48.6100006104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2012-06-13,48.7099990845,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
383,2012-06-14,48.7799987793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2012-06-15,49.4000015259,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
385,2012-06-18,50.2000007629,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,2012-06-19,49.9099998474,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
387,2012-06-20,50.4500007629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2012-06-21,50.1500015259,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2012-06-22,49.5600013733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2010-11-02,56.7999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2012-06-25,49.2000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2012-06-26,48.9900016785,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
393,2012-06-27,49.4500007629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2012-06-28,49.5299987793,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2012-06-29,50.2000007629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2012-07-02,50.5999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2012-07-03,51.2000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2012-07-04,51.4000015259,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
399,2012-07-05,51.2999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2012-07-06,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2010-11-03,56.7000007629,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
402,2012-07-09,50.9500007629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2012-07-10,50.4000015259,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2012-07-11,50.5499992371,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
405,2012-07-12,49.6500015259,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
406,2012-07-13,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2012-07-16,49.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
408,2012-07-17,49.8499984741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2012-07-18,49.2000007629,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
410,2012-07-19,50.2000007629,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
411,2012-07-20,50.1500015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2010-11-04,57.0499992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2012-07-23,49.25,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
414,2012-07-24,49.1199989319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2012-07-25,48.8600006104,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0
416,2012-07-26,48.9399986267,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2012-07-27,49.9199981689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2012-07-30,50.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2012-07-31,51.0999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2012-08-01,51.2000007629,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
421,2012-08-02,51.2000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2012-08-03,50.9000015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2010-11-05,57.6500015259,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
424,2012-08-06,51.5499992371,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
425,2012-08-07,51.5999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2012-08-08,51.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,2012-08-09,52.8499984741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2012-08-10,52.7999992371,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2012-08-13,53.0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
430,2012-08-14,53.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,2012-08-15,53.0499992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,2012-08-16,53.2000007629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,2012-08-17,52.9500007629,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,2010-11-08,57.5499992371,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2012-08-20,52.7999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,2012-08-21,53.4000015259,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
437,2012-08-22,53.3499984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,2012-08-23,53.2999992371,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
439,2012-08-24,53.0999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,2012-08-27,53.2000007629,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
441,2012-08-28,52.5,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
442,2012-08-29,52.7000007629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,2012-08-30,52.5499992371,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
444,2012-08-31,52.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,2010-09-06,54.9500007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,2010-11-09,57.7000007629,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
447,2012-09-03,53.1500015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2012-09-04,53.0499992371,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2012-09-05,52.3499984741,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
450,2012-09-06,52.1500015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,2012-09-07,52.9500007629,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
452,2012-09-10,53.3499984741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2012-09-11,53.2999992371,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
454,2012-09-12,54.0499992371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,2012-09-13,54.1500015259,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
456,2012-09-14,55.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,2010-11-10,57.6500015259,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2012-09-17,55.5999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2012-09-18,55.4000015259,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
460,2012-09-19,55.6500015259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2012-09-20,55.25,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,2012-09-21,55.4500007629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,2012-09-24,55.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
464,2012-09-25,55.2999992371,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,2012-09-26,54.9000015259,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
466,2012-09-27,55.0999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,2012-09-28,55.1500015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,2010-11-11,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,2012-10-01,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,2012-10-02,55.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,2012-10-03,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2012-10-04,55.0499992371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2012-10-05,55.0999984741,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
474,2012-10-08,54.6500015259,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
475,2012-10-09,54.4000015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2012-10-11,53.2999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,2012-10-12,53.1500015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2012-10-15,53.25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
479,2010-11-12,56.3499984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,2012-10-16,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,2012-10-17,53.4000015259,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,2012-10-18,53.6500015259,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
483,2012-10-19,53.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2012-10-22,52.9000015259,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
485,2012-10-23,52.9000015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,2012-10-24,51.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
487,2012-10-25,50.5,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0
488,2012-10-26,49.9099998474,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
489,2012-10-29,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
490,2010-11-15,56.1500015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,2012-10-30,50.4500007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,2012-10-31,50.4000015259,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0
493,2012-11-01,50.3499984741,1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0
494,2012-11-02,50.7000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,2012-11-05,50.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
496,2012-11-06,50.9000015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,2012-11-07,51.1500015259,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
498,2012-11-08,50.75,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
499,2012-11-09,51.0999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,2012-11-12,50.9000015259,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
501,2010-11-16,56.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
502,2012-11-13,50.0499992371,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
503,2012-11-14,50.1500015259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,2012-11-15,50.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
505,2012-11-16,49.9399986267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,2012-11-19,50.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,2012-11-20,50.3499984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,2012-11-21,49.9700012207,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
509,2012-11-22,50.2000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2012-11-23,51.7000007629,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
511,2012-11-26,52.2000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2010-11-17,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,2012-11-27,52.4000015259,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
514,2012-11-28,52.4500007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,2012-11-29,53.0999984741,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
516,2012-11-30,53.5499992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,2012-12-03,53.5,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
518,2012-12-04,53.4500007629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,2012-12-05,53.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,2012-12-06,53.5999984741,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
521,2012-12-07,53.9000015259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,2012-12-10,53.7000007629,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
523,2010-11-18,56.5999984741,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
524,2012-12-11,53.6500015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,2012-12-12,54.0999984741,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
526,2012-12-13,54.7000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,2012-12-14,54.2000007629,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
528,2012-12-17,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,2012-12-18,53.5499992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,2012-12-19,53.7000007629,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
531,2012-12-20,53.0499992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,2012-12-21,52.7999992371,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
533,2012-12-24,52.7000007629,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
534,2010-11-19,56.6500015259,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,2012-12-25,53.5999984741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,2012-12-26,53.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2012-12-27,53.4500007629,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
538,2012-12-28,53.7999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,2010-11-22,57.3499984741,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
540,2010-09-07,54.8499984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2010-11-23,56.9000015259,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
542,2010-11-24,56.8499984741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,2010-11-25,57.0999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,2010-11-26,56.7999992371,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
545,2010-11-29,56.9000015259,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
546,2010-11-30,57.0999984741,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
547,2010-12-01,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,2010-12-02,58.4500007629,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,2010-12-03,59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,2010-12-06,59.1500015259,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
551,2010-09-08,54.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,2010-12-07,59.0999984741,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,2010-12-08,59.0999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,2010-12-09,59.7000007629,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
555,2010-12-10,59.2999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,2010-12-13,59.4500007629,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
557,2010-12-14,59.2999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,2010-12-15,59.5999984741,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
559,2010-12-16,59.7000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,2010-12-17,60.2000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2010-12-20,59.9000015259,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
562,2010-09-09,54.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,2010-12-21,60.0499992371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,2010-12-22,60.0499992371,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,2010-12-23,60.4500007629,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
566,2010-12-24,60.2000007629,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
