,Date,Trading_Strategy,Transaction_Type,Stock_price,Share,Transaction_amount,Return_money,Rate_of_Return
250,2022-02-16,SMA5&TRIMA5^SMA5&TRIMA5,1,144.3999938965,231,33356.3985900915,,
251,2022-02-18,SMA5&TRIMA5^SMA5&TRIMA5,-1,144.1000061035,231,33287.1014099085,-69.0,-0.0020597014925373136
252,2022-03-01,SMA5&TRIMA5^SMA5&TRIMA5,1,140.4499969482,238,33427.0992736716,,
253,2022-03-03,SMA5&TRIMA5^SMA5&TRIMA5,-1,139.9499969482,238,33308.0992736716,-119.0,-0.0035522388059701492
254,2022-03-09,SMA5&TRIMA5^SMA5&TRIMA5,1,132.5,252,33390.0,,
255,2022-03-14,SMA5&TRIMA5^SMA5&TRIMA5,-1,134.3999938965,252,33868.798461918,478.0,0.01426865671641791
256,2022-03-16,SMA5&TRIMA5^SMA5&TRIMA5,1,132.1999969482,253,33446.5992278946,,
257,2022-03-21,SMA5&TRIMA5^SMA5&TRIMA5,-1,137.0,253,34661.0,1214.0,0.03623880597014925
258,2022-03-23,SMA5&TRIMA5^SMA5&TRIMA5,1,138.1000061035,242,33420.201477047,,
259,2022-03-25,SMA5&TRIMA5^SMA5&TRIMA5,-1,138.1999969482,242,33444.3992614644,24.0,0.0007164179104477612
260,2022-03-30,SMA5&TRIMA5^SMA5&TRIMA5,1,138.5500030518,241,33390.5507354838,,
261,2022-04-01,SMA5&TRIMA5^SMA5&TRIMA5,-1,136.9499969482,241,33004.9492645162,-385.0,-0.011492537313432836
262,2022-04-08,SMA5&TRIMA5^SMA5&TRIMA5,1,134.5500030518,248,33368.4007568464,,
263,2022-04-15,SMA5&TRIMA5^SMA5&TRIMA5,-1,132.25,248,32798.0,-570.0,-0.01701492537313433
264,2022-04-19,SMA5&TRIMA5^SMA5&TRIMA5,1,132.0,253,33396.0,,
265,2022-04-22,SMA5&TRIMA5^SMA5&TRIMA5,-1,131.6000061035,253,33294.801544185495,-101.0,-0.0030149253731343285
266,2022-04-27,SMA5&TRIMA5^SMA5&TRIMA5,1,126.5500030518,264,33409.2008056752,,
267,2022-05-04,SMA5&TRIMA5^SMA5&TRIMA5,-1,127.8000030518,264,33739.2008056752,330.0,0.009850746268656717
268,2022-05-05,SMA5&TRIMA5^SMA5&TRIMA5,1,129.25,259,33475.75,,
269,2022-05-06,SMA5&TRIMA5^SMA5&TRIMA5,-1,126.6500015259,259,32802.3503952081,-673.0,-0.02008955223880597
270,2022-05-11,SMA5&TRIMA5^SMA5&TRIMA5,1,124.1999969482,269,33409.7991790658,,
271,2022-05-12,SMA5&TRIMA5^SMA5&TRIMA5,-1,121.25,269,32616.25,-793.0,-0.023671641791044775
272,2022-05-16,SMA5&TRIMA5^SMA5&TRIMA5,1,123.0,272,33456.0,,
273,2022-05-19,SMA5&TRIMA5^SMA5&TRIMA5,-1,123.3000030518,272,33537.6008300896,81.0,0.002417910447761194
274,2022-05-23,SMA5&TRIMA5^SMA5&TRIMA5,1,124.9000015259,268,33473.2004089412,,
275,2022-05-25,SMA5&TRIMA5^SMA5&TRIMA5,-1,124.4499969482,268,33352.5991821176,-120.0,-0.003582089552238806
276,2022-05-27,SMA5&TRIMA5^SMA5&TRIMA5,1,125.5,266,33383.0,,
277,2022-06-01,SMA5&TRIMA5^SMA5&TRIMA5,-1,129.1499938965,266,34353.898376469,970.0,0.028955223880597014
278,2022-06-07,SMA5&TRIMA5^SMA5&TRIMA5,1,127.4000015259,262,33378.800399785796,,
279,2022-06-10,SMA5&TRIMA5^SMA5&TRIMA5,-1,127.0999984741,262,33300.199600214204,-78.0,-0.0023283582089552238
280,2022-06-15,SMA5&TRIMA5^SMA5&TRIMA5,1,122.75,272,33388.0,,
281,2022-06-17,SMA5&TRIMA5^SMA5&TRIMA5,-1,120.8499984741,272,32871.199584955204,-516.0,-0.015402985074626866
282,2022-06-21,SMA5&TRIMA5^SMA5&TRIMA5,1,122.1999969482,274,33482.7991638068,,
283,2022-06-23,SMA5&TRIMA5^SMA5&TRIMA5,-1,117.9000015259,274,32304.600418096597,-1178.0,-0.03516417910447761
284,2022-06-27,SMA5&TRIMA5^SMA5&TRIMA5,1,120.9499969482,276,33382.1991577032,,
285,2022-06-29,SMA5&TRIMA5^SMA5&TRIMA5,-1,118.8000030518,276,32788.8008422968,-593.0,-0.017701492537313433
286,2022-07-05,SMA5&TRIMA5^SMA5&TRIMA5,1,111.0,301,33411.0,,
287,2022-07-11,SMA5&TRIMA5^SMA5&TRIMA5,-1,112.25,301,33787.25,376.0,0.011223880597014926
288,2022-07-13,SMA5&TRIMA5^SMA5&TRIMA5,1,113.4499969482,295,33467.749099718996,,
289,2022-07-18,SMA5&TRIMA5^SMA5&TRIMA5,-1,114.1999969482,295,33688.999099718996,221.0,0.006597014925373134
290,2022-07-20,SMA5&TRIMA5^SMA5&TRIMA5,1,115.0500030518,291,33479.5508880738,,
291,2022-07-25,SMA5&TRIMA5^SMA5&TRIMA5,-1,116.6999969482,291,33959.6991119262,480.0,0.014328358208955224
292,2022-07-28,SMA5&TRIMA5^SMA5&TRIMA5,1,116.9000015259,286,33433.4004364074,,
293,2022-08-01,SMA5&TRIMA5^SMA5&TRIMA5,-1,117.6500015259,286,33647.9004364074,214.0,0.006388059701492537
294,2022-08-04,SMA5&TRIMA5^SMA5&TRIMA5,1,116.5500030518,287,33449.8508758666,,
295,2022-08-09,SMA5&TRIMA5^SMA5&TRIMA5,-1,119.1500015259,287,34196.0504379333,746.0,0.02226865671641791
296,2022-08-11,SMA5&TRIMA5^SMA5&TRIMA5,1,120.0500030518,279,33493.9508514522,,
297,2022-08-16,SMA5&TRIMA5^SMA5&TRIMA5,-1,122.0999984741,279,34065.8995742739,571.0,0.017044776119402985
298,2022-08-25,SMA5&TRIMA5^SMA5&TRIMA5,1,119.0,281,33439.0,,
299,2022-08-29,SMA5&TRIMA5^SMA5&TRIMA5,-1,116.5500030518,281,32750.5508575558,-688.0,-0.02053731343283582
300,2022-08-31,SMA5&TRIMA5^SMA5&TRIMA5,1,117.5999984741,284,33398.3995666444,,
301,2022-09-02,SMA5&TRIMA5^SMA5&TRIMA5,-1,113.9000015259,284,32347.600433355597,-1050.0,-0.03134328358208955
302,2022-09-05,SMA5&TRIMA5^SMA5&TRIMA5,1,114.1500015259,293,33445.9504470887,,
303,2022-09-07,SMA5&TRIMA5^SMA5&TRIMA5,-1,112.1999969482,293,32874.5991058226,-571.0,-0.017044776119402985
304,2022-09-12,SMA5&TRIMA5^SMA5&TRIMA5,1,115.4000015259,290,33466.000442511,,
305,2022-09-14,SMA5&TRIMA5^SMA5&TRIMA5,-1,113.6500015259,290,32958.500442511,-507.0,-0.015134328358208955
306,2022-09-16,SMA5&TRIMA5^SMA5&TRIMA5,1,112.5500030518,297,33427.3509063846,,
307,2022-09-22,SMA5&TRIMA5^SMA5&TRIMA5,-1,110.75,297,32892.75,-534.0,-0.015940298507462685
308,2022-09-27,SMA5&TRIMA5^SMA5&TRIMA5,1,107.5,311,33432.5,,
309,2022-10-07,SMA5&TRIMA5^SMA5&TRIMA5,-1,106.1999969482,311,33028.1990508902,-404.0,-0.012059701492537314
310,2022-10-13,SMA5&TRIMA5^SMA5&TRIMA5,1,99.0,338,33462.0,,
311,2022-10-18,SMA5&TRIMA5^SMA5&TRIMA5,-1,101.0999984741,338,34171.7994842458,709.0,0.021164179104477612
312,2022-10-24,SMA5&TRIMA5^SMA5&TRIMA5,1,98.5999984741,339,33425.3994827199,,
313,2022-10-25,SMA5&TRIMA5^SMA5&TRIMA5,-1,96.6999969482,339,32781.2989654398,-644.0,-0.019223880597014926
314,2022-10-27,SMA5&TRIMA5^SMA5&TRIMA5,1,99.0,338,33462.0,,
315,2022-10-31,SMA5&TRIMA5^SMA5&TRIMA5,-1,99.0500030518,338,33478.9010315084,16.0,0.0004776119402985075
316,2022-11-01,SMA5&TRIMA5^SMA5&TRIMA5,1,99.5999984741,336,33465.5994872976,,
317,2022-11-03,SMA5&TRIMA5^SMA5&TRIMA5,-1,98.6999969482,336,33163.1989745952,-302.0,-0.009014925373134329
318,2022-11-07,SMA5&TRIMA5^SMA5&TRIMA5,1,100.5500030518,333,33483.1510162494,,
319,2022-11-10,SMA5&TRIMA5^SMA5&TRIMA5,-1,103.5,333,34465.5,982.0,0.029313432835820896
320,2022-11-11,SMA5&TRIMA5^SMA5&TRIMA5,1,109.0,307,33463.0,,
321,2022-11-16,SMA5&TRIMA5^SMA5&TRIMA5,-1,114.5,307,35151.5,1688.0,0.05038805970149254
322,2022-11-22,SMA5&TRIMA5^SMA5&TRIMA5,1,114.8000030518,291,33406.8008880738,,
323,2022-11-25,SMA5&TRIMA5^SMA5&TRIMA5,-1,116.6999969482,291,33959.6991119262,552.0,0.01647761194029851
324,2022-11-30,SMA5&TRIMA5^SMA5&TRIMA5,1,116.3499984741,287,33392.4495620667,,
325,2022-12-02,SMA5&TRIMA5^SMA5&TRIMA5,-1,117.3000030518,287,33665.1008758666,272.0,0.008119402985074627
326,2022-12-09,SMA5&TRIMA5^SMA5&TRIMA5,1,115.0,291,33465.0,,
327,2022-12-13,SMA5&TRIMA5^SMA5&TRIMA5,-1,113.4000015259,291,32999.400444036895,-465.0,-0.013880597014925373
