,Unnamed: 0,Date,Trading_Strategy,Transaction_Type,Stock_price,Transaction_amount,Return_money,Rate_of_Return
0,261,2010-09-24,MA10&MA15^MACD,1,18.0506286621,10500.0,,
1,0,2010-10-21,MACD^STOCH,1,19.516456604,20000.0,,
2,211,2010-10-21,MA5&MA15^MA10&MA15,1,19.516456604,11000.0,,
3,1,2010-10-28,MACD^STOCH,-1,21.7361392975,20000.0,2274.0,0.1137
4,262,2010-11-09,MA10&MA15^MACD,-1,21.1079273224,10500.0,1778.0,0.1693333333333333
5,212,2010-11-12,MA5&MA15^MA10&MA15,-1,19.8933849335,11000.0,212.0,0.0192727272727272
6,213,2010-11-23,MA5&MA15^MA10&MA15,1,22.2805900574,11000.0,,
7,2,2010-11-23,MACD^STOCH,1,22.2805900574,20000.0,,
8,263,2010-11-25,MA10&MA15^MACD,1,22.0293045044,10500.0,,
9,3,2010-11-25,MACD^STOCH,-1,22.0293045044,20000.0,-225.0,-0.01125
10,382,2010-12-03,MA15&MA30^MA5&MA15,1,21.3592128754,22500.0,,
11,264,2010-12-03,MA10&MA15^MACD,-1,21.3592128754,10500.0,-319.0,-0.0303809523809523
12,214,2010-12-08,MA5&MA15^MA10&MA15,-1,21.3592128754,11000.0,-454.0,-0.0412727272727272
13,383,2010-12-09,MA15&MA30^MA5&MA15,-1,21.6523761749,22500.0,308.0,0.0136888888888888
14,215,2010-12-13,MA5&MA15^MA10&MA15,1,22.1130657196,11000.0,,
15,265,2010-12-14,MA10&MA15^MACD,1,22.2387084961,10500.0,,
16,4,2010-12-14,MACD^STOCH,1,22.2387084961,20000.0,,
17,266,2011-01-07,MA10&MA15^MACD,-1,24.6259155273,10500.0,1127.0,0.1073333333333333
18,5,2011-01-14,MACD^STOCH,-1,25.0447235107,20000.0,2523.0,0.12615
19,216,2011-01-17,MA5&MA15^MA10&MA15,-1,23.955821991,11000.0,916.0,0.0832727272727272
20,217,2011-01-28,MA5&MA15^MA10&MA15,1,25.5472927094,11000.0,,
21,267,2011-02-11,MA10&MA15^MACD,1,23.5370140076,10500.0,,
22,218,2011-02-17,MA5&MA15^MA10&MA15,-1,22.783159256,11000.0,-1190.0,-0.1081818181818181
23,268,2011-02-17,MA10&MA15^MACD,-1,22.783159256,10500.0,-336.0,-0.032
24,6,2011-03-22,MACD^STOCH,1,20.6053562164,20000.0,,
25,7,2011-03-24,MACD^STOCH,-1,20.8566417694,20000.0,243.0,0.01215
26,219,2011-03-25,MA5&MA15^MA10&MA15,1,20.689119339,11000.0,,
27,269,2011-03-30,MA10&MA15^MACD,1,20.7728805542,10500.0,,
28,384,2011-04-14,MA15&MA30^MA5&MA15,1,21.6942577362,22500.0,,
29,8,2011-04-21,MACD^STOCH,1,21.7361392975,20000.0,,
30,9,2011-04-27,MACD^STOCH,-1,22.9088020325,20000.0,1078.0,0.0539
31,270,2011-05-13,MA10&MA15^MACD,-1,22.531873703,10500.0,889.0,0.0846666666666666
32,385,2011-05-16,MA15&MA30^MA5&MA15,-1,22.2805900574,22500.0,608.0,0.0270222222222222
33,220,2011-05-20,MA5&MA15^MA10&MA15,-1,21.3592128754,11000.0,356.0,0.0323636363636363
34,221,2011-06-02,MA5&MA15^MA10&MA15,1,21.4429721832,11000.0,,
35,271,2011-06-09,MA10&MA15^MACD,1,21.0241641998,10500.0,,
36,222,2011-06-13,MA5&MA15^MA10&MA15,-1,20.2284297943,11000.0,-623.0,-0.0566363636363636
37,10,2011-06-30,MACD^STOCH,1,19.3489322662,20000.0,,
38,223,2011-07-04,MA5&MA15^MA10&MA15,1,19.1814098358,11000.0,,
39,224,2011-07-14,MA5&MA15^MA10&MA15,-1,17.5061779022,11000.0,-960.0,-0.0872727272727272
40,272,2011-07-14,MA10&MA15^MACD,-1,17.5061779022,10500.0,-1756.0,-0.1672380952380952
41,11,2011-08-18,MACD^STOCH,-1,15.2027330399,20000.0,-4285.0,-0.21425
42,225,2011-08-23,MA5&MA15^MA10&MA15,1,15.7471828461,11000.0,,
43,273,2011-08-24,MA10&MA15^MACD,1,15.4121370316,10500.0,,
44,226,2011-09-06,MA5&MA15^MA10&MA15,-1,14.1890878677,11000.0,-1088.0,-0.0989090909090909
45,274,2011-09-07,MA10&MA15^MACD,-1,14.5115680695,10500.0,-613.0,-0.0583809523809523
46,12,2011-09-09,MACD^STOCH,1,14.6037054062,20000.0,,
47,227,2011-09-30,MA5&MA15^MA10&MA15,1,14.3733615875,11000.0,,
48,275,2011-10-07,MA10&MA15^MACD,1,14.0048151016,10500.0,,
49,13,2011-10-17,MACD^STOCH,-1,15.7093477249,20000.0,1514.0,0.0757
50,386,2011-10-17,MA15&MA30^MA5&MA15,1,15.7093477249,22500.0,,
51,387,2011-10-31,MA15&MA30^MA5&MA15,-1,15.2947320938,22500.0,-593.0,-0.0263555555555555
52,276,2011-11-02,MA10&MA15^MACD,-1,15.2486629486,10500.0,932.0,0.0887619047619047
53,228,2011-11-02,MA5&MA15^MA10&MA15,-1,15.2486629486,11000.0,669.0,0.0608181818181818
54,14,2011-12-05,MACD^STOCH,1,13.6362667084,20000.0,,
55,277,2011-12-08,MA10&MA15^MACD,1,13.7284040451,10500.0,,
56,278,2011-12-19,MA10&MA15^MACD,-1,12.6688289642,10500.0,-810.0,-0.0771428571428571
57,229,2011-12-26,MA5&MA15^MA10&MA15,1,13.4980611801,11000.0,,
58,15,2011-12-28,MACD^STOCH,-1,14.3272943497,20000.0,1013.0,0.05065
59,279,2011-12-29,MA10&MA15^MACD,1,14.2812252045,10500.0,,
60,16,2011-12-30,MACD^STOCH,1,14.096950531,20000.0,,
61,388,2012-01-02,MA15&MA30^MA5&MA15,1,13.9587459564,22500.0,,
62,280,2012-01-30,MA10&MA15^MACD,-1,14.9722518921,10500.0,508.0,0.0483809523809523
63,389,2012-01-31,MA15&MA30^MA5&MA15,-1,15.2486629486,22500.0,2079.0,0.0924
64,17,2012-02-08,MACD^STOCH,-1,17.598154068,20000.0,4967.0,0.24835
65,18,2012-02-29,MACD^STOCH,1,18.9802093506,20000.0,,
66,19,2012-03-02,MACD^STOCH,-1,19.3487567902,20000.0,388.0,0.0194
67,230,2012-03-16,MA5&MA15^MA10&MA15,-1,18.4734554291,11000.0,4054.0,0.3685454545454545
68,281,2012-03-21,MA10&MA15^MACD,1,18.9341411591,10500.0,,
69,282,2012-04-11,MA10&MA15^MACD,-1,17.9667034149,10500.0,-536.0,-0.051047619047619
70,20,2012-05-02,MACD^STOCH,1,16.3543071747,20000.0,,
71,231,2012-05-04,MA5&MA15^MA10&MA15,1,17.0914020538,11000.0,,
72,283,2012-05-07,MA10&MA15^MACD,1,16.6767864227,10500.0,,
73,284,2012-05-15,MA10&MA15^MACD,-1,14.9261837006,10500.0,-1102.0,-0.1049523809523809
74,232,2012-05-16,MA5&MA15^MA10&MA15,-1,14.7419099808,11000.0,-1512.0,-0.1374545454545454
75,233,2012-06-14,MA5&MA15^MA10&MA15,1,13.8205413818,11000.0,,
76,21,2012-06-18,MACD^STOCH,-1,14.3733615875,20000.0,-2422.0,-0.1211
77,285,2012-06-18,MA10&MA15^MACD,1,14.3733615875,10500.0,,
78,390,2012-06-27,MA15&MA30^MA5&MA15,1,14.3733615875,22500.0,,
79,22,2012-07-02,MACD^STOCH,1,14.8801145554,20000.0,,
80,23,2012-07-06,MACD^STOCH,-1,15.110458374,20000.0,309.0,0.01545
81,234,2012-07-20,MA5&MA15^MA10&MA15,-1,15.1565256119,11000.0,1063.0,0.0966363636363636
82,286,2012-07-23,MA10&MA15^MACD,-1,14.787979126,10500.0,302.0,0.0287619047619047
83,391,2012-07-24,MA15&MA30^MA5&MA15,-1,14.649772644,22500.0,432.0,0.0192
84,235,2012-08-01,MA5&MA15^MA10&MA15,1,15.6632785797,11000.0,,
85,24,2012-08-01,MACD^STOCH,1,15.6632785797,20000.0,,
86,25,2012-08-03,MACD^STOCH,-1,15.4329366684,20000.0,-294.0,-0.0147
87,287,2012-08-06,MA10&MA15^MACD,1,15.9396896362,10500.0,,
88,288,2012-08-20,MA10&MA15^MACD,-1,15.5250740051,10500.0,-273.0,-0.026
89,236,2012-08-23,MA5&MA15^MA10&MA15,-1,15.3868694305,11000.0,-194.0,-0.0176363636363636
90,26,2012-09-17,MACD^STOCH,1,15.4790058136,20000.0,,
91,237,2012-09-18,MA5&MA15^MA10&MA15,1,15.3408002853,11000.0,,
92,289,2012-09-19,MA10&MA15^MACD,1,15.7093477249,10500.0,,
93,290,2012-09-26,MA10&MA15^MACD,-1,14.4654989243,10500.0,-831.0,-0.0791428571428571
94,238,2012-10-02,MA5&MA15^MA10&MA15,-1,14.557636261,11000.0,-561.0,-0.051
95,239,2012-10-18,MA5&MA15^MA10&MA15,1,14.6037054062,11000.0,,
96,27,2012-10-19,MACD^STOCH,-1,14.649772644,20000.0,-1071.0,-0.05355
97,291,2012-10-22,MA10&MA15^MACD,1,14.557636261,10500.0,,
98,292,2012-10-26,MA10&MA15^MACD,-1,13.7744722366,10500.0,-564.0,-0.0537142857142857
99,240,2012-10-30,MA5&MA15^MA10&MA15,-1,14.0048151016,11000.0,-451.0,-0.041
100,28,2012-11-01,MACD^STOCH,1,14.649772644,20000.0,,
101,241,2012-11-05,MA5&MA15^MA10&MA15,1,15.2025947571,11000.0,,
102,392,2012-11-06,MA15&MA30^MA5&MA15,1,15.0183210373,22500.0,,
103,29,2012-11-08,MACD^STOCH,-1,15.0183210373,20000.0,503.0,0.02515
104,293,2012-11-08,MA10&MA15^MACD,1,15.0183210373,10500.0,,
105,294,2012-11-14,MA10&MA15^MACD,-1,14.2351570129,10500.0,-547.0,-0.0520952380952381
106,393,2012-11-15,MA15&MA30^MA5&MA15,-1,14.2812252045,22500.0,-1104.0,-0.0490666666666666
107,242,2012-11-20,MA5&MA15^MA10&MA15,-1,14.557636261,11000.0,-466.0,-0.0423636363636363
108,30,2012-11-26,MACD^STOCH,1,15.5250740051,20000.0,,
109,243,2012-11-27,MA5&MA15^MA10&MA15,1,15.2947320938,11000.0,,
110,295,2012-11-28,MA10&MA15^MACD,1,15.1565256119,10500.0,,
111,31,2012-11-29,MACD^STOCH,-1,15.4329366684,20000.0,-118.0,-0.0059
112,296,2012-12-18,MA10&MA15^MACD,-1,15.8475532532,10500.0,478.0,0.0455238095238095
113,244,2012-12-25,MA5&MA15^MA10&MA15,-1,16.0778961182,11000.0,563.0,0.0511818181818181
